"Element"	"ionState"	"Ei"	"gi"
"Er"	"II"	4.7834237	6
"Er"	"II"	4.7879406	6
"Er"	"II"	4.7910661	12
"Er"	"II"	4.7922142	8
"Er"	"II"	4.8164372	10
"Er"	"II"	4.816461	14
"Er"	"II"	4.8380551	8
"Er"	"II"	4.8399268	6
"Er"	"II"	4.8419627	8
"Er"	"II"	4.84566	14
"Er"	"II"	4.8528111	8
"Er"	"II"	4.8653981	12
"Er"	"II"	4.8698024	8
"Er"	"II"	4.873193	8
"Er"	"II"	4.8840133	10
"Er"	"II"	4.8909174	6
"Er"	"II"	4.8985329	10
"Er"	"II"	4.9005617	12
"Er"	"II"	4.9151253	6
"Er"	"II"	4.9164466	10
"Er"	"II"	4.9304111	12
"Er"	"II"	4.9350948	16
"Er"	"II"	4.93873	4
"Er"	"II"	4.9401846	10
"Er"	"II"	4.9534721	14
"Er"	"II"	4.9563183	8
"Er"	"II"	4.9586279	16
"Er"	"II"	4.9594639	10
"Er"	"II"	4.974455	14
"Er"	"II"	4.9747177	6
"Er"	"II"	4.9747519	12
"Er"	"II"	4.9969943	10
"Er"	"II"	5.0051089	6
"Er"	"II"	5.0133773	12
"Er"	"II"	5.0149017	20
"Er"	"II"	5.0209975	10
"Er"	"II"	5.027212	18
"Er"	"II"	5.0390848	6
"Er"	"II"	5.0446003	4
"Er"	"II"	5.0491026	6
"Er"	"II"	5.0520007	8
"Er"	"II"	5.0531958	12
"Er"	"II"	5.0652442	10
"Er"	"II"	5.0716811	10
"Er"	"II"	5.0763504	8
"Er"	"II"	5.0783726	10
"Er"	"II"	5.0838143	4
"Er"	"II"	5.0850599	6
"Er"	"II"	5.0869859	8
"Er"	"II"	5.091709	10
"Er"	"II"	5.1044932	10
"Er"	"II"	5.1050128	16
"Er"	"II"	5.1090048	8
"Er"	"II"	5.1136539	18
"Er"	"II"	5.1166568	10
"Er"	"II"	5.1348818	12
"Er"	"II"	5.1437106	10
"Er"	"II"	5.1460527	8
"Er"	"II"	5.1599486	10
"Er"	"II"	5.1679616	6
"Er"	"II"	5.191978	8
"Er"	"II"	5.2153737	6
"Er"	"II"	5.2258839	8
"Er"	"II"	5.2293536	6
"Er"	"II"	5.2401076	6
"Er"	"II"	5.2587706	8
"Er"	"II"	5.2645015	8
"Er"	"II"	5.2727154	8
"Er"	"II"	5.2850256	8
"Er"	"II"	5.2880246	4
"Er"	"II"	5.300036	6
"Er"	"II"	5.3027416	8
"Er"	"II"	5.3143041	4
"Er"	"II"	5.3297649	12
"Er"	"II"	5.3441352	14
"Er"	"II"	5.3514056	6
"Er"	"II"	5.357662	10
"Er"	"II"	5.3588029	10
"Er"	"II"	5.358987	16
"Er"	"II"	5.365235	12
"Er"	"II"	5.3688536	8
"Er"	"II"	5.3709313	14
"Er"	"II"	5.3826149	20
"Er"	"II"	5.3884528	10
"Er"	"II"	5.3960655	16
"Er"	"II"	5.3999377	6
"Er"	"II"	5.410478	12
"Er"	"II"	5.4212051	14
"Er"	"II"	5.4460173	8
"Er"	"II"	5.4465557	4
"Er"	"II"	5.447855	8
"Er"	"II"	5.4525338	20
"Er"	"II"	5.4736634	8
"Er"	"II"	5.4754091	4
"Er"	"II"	5.4844752	18
"Er"	"II"	5.4879345	16
"Er"	"II"	5.5569991	18
"Er"	"II"	5.5605126	4
"Er"	"II"	5.5694205	14
"Er"	"II"	5.5737246	16
"Er"	"II"	5.5806582	8
"Er"	"II"	5.6146329	18
"Er"	"II"	5.6377505	18
"Er"	"II"	5.6486665	12
"Er"	"II"	5.6909962	10
"Er"	"II"	5.7165379	14
"Er"	"II"	5.7356092	16
"Er"	"II"	5.7684742	12
"Er"	"II"	5.7727805	22
"Er"	"II"	5.7971776	16
"Er"	"II"	5.7972259	20
"Er"	"II"	5.8167819	18
"Er"	"II"	5.833557	14
"Er"	"II"	5.8473842	16
"Er"	"II"	5.8488644	18
"Er"	"II"	5.8801537	20
"Er"	"II"	5.8851541	16
"Er"	"II"	5.9248206	20
"Er"	"II"	5.9315233	14
"Er"	"II"	5.9323482	12
"Er"	"II"	5.9700112	16
"Er"	"II"	6.0164158	14
"Er"	"II"	6.0265515	10
"Er"	"II"	6.035085	18
"Er"	"II"	6.0490636	20
"Er"	"II"	6.0759673	14
"Er"	"II"	6.0865204	14
"Er"	"II"	6.1221234	16
"Er"	"II"	6.1570834	16
"Er"	"II"	6.2135504	14
"Er"	"II"	6.229759	16
"Er"	"II"	6.2472875	12
"Er"	"II"	6.2552456	16
"Er"	"II"	6.2559608	14
"Er"	"II"	6.3046393	14
"Er"	"II"	6.324485	16
"Er"	"II"	6.3278637	12
"Er"	"II"	6.3360725	16
"Er"	"II"	6.3944646	14
"Er"	"II"	6.3984106	16
"Er"	"II"	6.4779176	14
"Er"	"II"	6.4958833	18
"Er"	"II"	6.5706831	16
"Er"	"II"	6.6817268	14
"Er"	"II"	6.7431602	14
"Er"	"II"	6.8583523	16
"Yb"	"II"	0	2
"Yb"	"II"	2.655587	8
"Yb"	"II"	3.913943	6
"Yb"	"II"	2.846776	4
"Yb"	"II"	3.016869	6
"Yb"	"II"	3.317696	6
"Yb"	"II"	3.565535	4
"Yb"	"II"	4.172547	2
"Yb"	"II"	3.355238	2
"Yb"	"II"	3.768156	4
"Yb"	"II"	3.747339	10
"Yb"	"II"	3.789303	12
"Yb"	"II"	3.921817	14
"Yb"	"II"	3.965002	8
"Yb"	"II"	4.013505	6
"Yb"	"II"	4.089196	4
"Yb"	"II"	4.097962	10
"Yb"	"II"	4.263787	6
"Yb"	"II"	4.346762	8
"Yb"	"II"	4.152811	8
"Yb"	"II"	4.341819	10
"Yb"	"II"	4.442562	12
"Yb"	"II"	4.2868	4
"Yb"	"II"	4.312784	12
"Yb"	"II"	4.597035	6
"Yb"	"II"	4.651464	8
"Yb"	"II"	4.753805	10
"Yb"	"II"	4.88236	2
"Yb"	"II"	4.963809	8
"Yb"	"II"	5.073174	10
"Yb"	"II"	5.320798	12
"Yb"	"II"	5.167504	6
"Yb"	"II"	5.168709	4
"Yb"	"II"	5.332286	2
"Yb"	"II"	5.340631	4
"Yb"	"II"	5.4499	6
"Yb"	"II"	5.509614	8
"Yb"	"II"	5.516988	6
"Yb"	"II"	5.63258	8
"Yb"	"II"	5.724323	10
"Yb"	"II"	5.571926	4
"Yb"	"II"	5.580875	6
"Yb"	"II"	5.613139	8
"Yb"	"II"	5.620827	10
"Yb"	"II"	5.670701	4
"Yb"	"II"	5.747232	10
"Yb"	"II"	5.771182	12
"Yb"	"II"	5.911616	14
"Yb"	"II"	6.065716	16
"Yb"	"II"	5.815195	2
"Yb"	"II"	5.827934	4
"Yb"	"II"	5.855645	2
"Yb"	"II"	5.868103	6
"Yb"	"II"	5.909523	10
"Yb"	"II"	6.013707	12
"Yb"	"II"	6.165386	14
"Yb"	"II"	5.921304	8
"Yb"	"II"	5.940369	8
"Yb"	"II"	5.954304	4
"Yb"	"II"	6.127191	2
"Yb"	"II"	5.985061	6
"Yb"	"II"	6.020247	8
"Yb"	"II"	6.062878	8
"Yb"	"II"	6.112565	10
"Yb"	"II"	6.136975	6
"Yb"	"II"	6.076333	8
"Yb"	"II"	6.188857	10
"Yb"	"II"	6.257241	12
"Yb"	"II"	6.302445	4
"Yb"	"II"	6.354049	6
"Yb"	"II"	6.455593	2
"Yb"	"II"	6.511322	12
"Yb"	"II"	6.563477	4
"Yb"	"II"	6.621371	6
"Yb"	"II"	6.659843	8
"Yb"	"II"	6.660519	10
"Yb"	"II"	6.556377	10
"Yb"	"II"	6.561445	8
"Yb"	"II"	6.586113	6
"Yb"	"II"	6.569645	4
"Yb"	"II"	6.611196	16
"Yb"	"II"	6.651119	8
"Yb"	"II"	6.659982	6
"Yb"	"II"	6.719015	12
"Yb"	"II"	6.732875	2
"Yb"	"II"	6.774598	10
"Yb"	"II"	6.846588	4
"Yb"	"II"	6.876496	8
"Yb"	"II"	6.954074	10
"Yb"	"II"	7.020128	12
"Yb"	"II"	6.906177	4
"Yb"	"II"	7.293194	6
"Yb"	"II"	7.310278	12
"Yb"	"II"	7.569367	8
"Yb"	"II"	7.589651	10
"Yb"	"II"	6.950171	6
"Yb"	"II"	6.989722	6
"Yb"	"II"	7.002723	10
"Yb"	"II"	7.19747	12
"Yb"	"II"	7.393452	14
"Yb"	"II"	7.005187	8
"Yb"	"II"	7.166102	6
"Yb"	"II"	7.211262	4
"Yb"	"II"	7.047267	4
"Yb"	"II"	7.064336	2
"Yb"	"II"	7.411412	4
"Yb"	"II"	7.079872	8
"Yb"	"II"	7.133363	8
"Yb"	"II"	7.320881	10
"Yb"	"II"	7.617939	12
"Yb"	"II"	7.136731	14
"Yb"	"II"	7.161987	10
"Yb"	"II"	7.226284	6
"Yb"	"II"	7.251159	10
"Yb"	"II"	7.273053	6
"Yb"	"II"	7.392516	8
"Yb"	"II"	7.519624	10
"Yb"	"II"	7.274467	2
"Yb"	"II"	7.326242	8
"Yb"	"II"	7.347209	6
"Yb"	"II"	7.391802	8
"Yb"	"II"	7.403177	4
"Yb"	"II"	7.369507	6
"Yb"	"II"	7.408532	12
"Yb"	"II"	7.511764	4
"Yb"	"II"	7.577975	2
"Yb"	"II"	7.671324	14
"Yb"	"II"	7.941909	6
"Yb"	"II"	8.04944	10
"Yb"	"II"	8.070521	8
"Yb"	"II"	8.193155	12
"Yb"	"II"	7.551895	4
"Yb"	"II"	7.609467	6
"Yb"	"II"	7.665023	8
"Yb"	"II"	7.692732	8
"Yb"	"II"	7.703999	2
"Yb"	"II"	7.812474	4
"Yb"	"II"	7.831312	10
"Yb"	"II"	7.898081	6
"Yb"	"II"	7.929757	8
"Yb"	"II"	7.707344	6
"Yb"	"II"	7.708606	4
"Yb"	"II"	7.75633	6
"Yb"	"II"	7.793804	12
"Yb"	"II"	7.814508	4
"Yb"	"II"	7.86271	6
"Yb"	"II"	7.95599	8
"Yb"	"II"	7.84003	6
"Yb"	"II"	7.90112	10
"Yb"	"II"	8.009166	8
"Yb"	"II"	7.891313	4
"Yb"	"II"	7.898568	2
"Yb"	"II"	8.132632	4
"Yb"	"II"	7.928068	12
"Yb"	"II"	7.992155	4
"Yb"	"II"	8.176876	10
"Yb"	"II"	8.226502	6
"Yb"	"II"	8.25214	8
"Yb"	"II"	7.95879	4
"Yb"	"II"	7.980243	10
"Yb"	"II"	8.045496	16
"Yb"	"II"	8.169128	4
"Yb"	"II"	8.23202	6
"Yb"	"II"	8.240344	2
"Yb"	"II"	8.449384	12
"Yb"	"II"	8.486732	8
"Yb"	"II"	8.499021	10
"Yb"	"II"	8.520249	14
"Yb"	"II"	8.055345	8
"Yb"	"II"	8.077485	2
"Yb"	"II"	8.083713	10
"Yb"	"II"	8.129237	2
"Yb"	"II"	8.609899	4
"Yb"	"II"	8.695785	14
"Yb"	"II"	8.860989	6
"Yb"	"II"	9.023569	8
"Yb"	"II"	9.085977	10
"Yb"	"II"	9.087044	12
"Yb"	"II"	8.130525	8
"Yb"	"II"	8.150655	6
"Yb"	"II"	8.167555	14
"Yb"	"II"	8.253824	12
"Yb"	"II"	8.332354	4
"Yb"	"II"	8.358522	10
"Yb"	"II"	8.425375	2
"Yb"	"II"	8.20639	4
"Yb"	"II"	8.208482	6
"Yb"	"II"	8.281652	8
"Yb"	"II"	8.404839	4
"Yb"	"II"	8.422682	6
"Yb"	"II"	8.423323	8
"Yb"	"II"	8.447663	6
"Yb"	"II"	8.449594	4
"Yb"	"II"	8.524663	8
"Yb"	"II"	8.547923	10
"Yb"	"II"	8.836355	6
"Yb"	"II"	8.951911	8
"Yb"	"II"	9.065317	4
"Yb"	"II"	9.411116	2
"Yb"	"II"	8.564814	6
"Yb"	"II"	8.603908	8
"Yb"	"II"	8.630235	6
"Yb"	"II"	8.673623	10
"Yb"	"II"	8.682494	2
"Yb"	"II"	9.003204	12
"Yb"	"II"	9.13234	4
"Yb"	"II"	9.208366	6
"Yb"	"II"	9.378172	8
"Yb"	"II"	9.486789	10
"Yb"	"II"	8.741246	6
"Yb"	"II"	8.750828	8
"Yb"	"II"	8.777332	12
"Yb"	"II"	8.785295	10
"Yb"	"II"	8.816992	4
"Yb"	"II"	8.830447	8
"Yb"	"II"	8.797208	6
"Yb"	"II"	8.897561	4
"Yb"	"II"	9.055757	2
"Yb"	"II"	9.129803	2
"Yb"	"II"	9.143946	10
"Yb"	"II"	9.170716	8
"Yb"	"II"	9.30602	6
"Yb"	"II"	9.581997	4
"Yb"	"II"	9.245326	10
"Yb"	"II"	9.462907	8
"Yb"	"II"	9.295518	8
"Yb"	"II"	9.297512	2
"Yb"	"II"	9.297744	4
"Yb"	"II"	9.367123	6
"Yb"	"II"	9.443907	6
"Yb"	"II"	9.451762	14
"Yb"	"II"	9.656142	8
"Yb"	"II"	9.810477	10
"Yb"	"II"	9.486925	4
"Yb"	"II"	9.506651	6
"Yb"	"II"	9.503364	12
"Yb"	"II"	9.602492	8
"Yb"	"II"	9.639449	10
"Yb"	"II"	9.656794	2
"Yb"	"II"	9.771797	6
"Yb"	"II"	9.521871	4
"Yb"	"II"	9.526822	6
"Yb"	"II"	9.62199	6
"Yb"	"II"	9.67947	10
"Yb"	"II"	9.872702	8
"Yb"	"II"	9.72839	4
"Yb"	"II"	9.867048	6
"Yb"	"II"	9.86988	4
"Yb"	"II"	9.975485	8
"Yb"	"II"	9.975638	6
"Yb"	"II"	9.977232	8
"Yb"	"II"	9.99405	8
"Yb"	"II"	10.002943	12
"Yb"	"II"	10.178027	2
"Yb"	"II"	10.216171	4
"Yb"	"II"	10.277273	6
"Yb"	"II"	10.335804	8
"Yb"	"II"	10.06817	10
"Yb"	"II"	10.081484	6
"Yb"	"II"	10.128631	8
"Yb"	"II"	10.106277	4
"Yb"	"II"	10.124194	6
"Yb"	"II"	10.394818	4
"Yb"	"II"	10.416654	6
"Yb"	"II"	10.441683	10
"Yb"	"II"	10.46973	8
"Yb"	"II"	10.493119	6
"Yb"	"II"	10.650011	6
"Yb"	"II"	10.651011	8
"Yb"	"II"	10.662011	8
"Yb"	"II"	10.681074	6
"Yb"	"II"	10.6907	4
"Yb"	"II"	10.757893	2
"Yb"	"II"	10.834451	8
"Yb"	"II"	10.886418	4
"Yb"	"II"	10.908249	6
"Yb"	"II"	10.997767	12
"Yb"	"II"	11.000017	8
"Yb"	"II"	11.056396	6
"Yb"	"II"	11.057585	8
"Yb"	"II"	11.109703	10
"Yb"	"II"	11.110917	6
"Yb"	"II"	11.123015	6
"Yb"	"II"	11.145876	4
"Yb"	"II"	11.176275	8
"Yb"	"II"	11.184574	10
"Yb"	"II"	11.193179	12
"Yb"	"II"	11.209951	4
"Yb"	"II"	11.222985	6
"Yb"	"II"	11.247541	10
"Yb"	"II"	11.265089	6
"Yb"	"II"	11.312063	8
"Yb"	"II"	11.319952	14
"Yb"	"II"	11.321171	8
"Yb"	"II"	11.321598	6
"Yb"	"II"	11.349067	8
"Yb"	"II"	11.357267	6
"Yb"	"II"	11.4085	10
"Yb"	"II"	11.433765	6
"Yb"	"II"	11.441047	4
"Yb"	"II"	11.444143	8
"Yb"	"II"	11.486806	12
"Yb"	"II"	11.501347	6
"Yb"	"II"	11.501631	8
"Yb"	"II"	11.519886	10
"Yb"	"II"	11.5205	8
"Yb"	"II"	11.527617	8
"Yb"	"II"	11.54247	12
"Yb"	"II"	11.554711	8
"Yb"	"II"	11.560583	12
"Yb"	"II"	11.561054	14
"Yb"	"II"	11.587936	8
"Yb"	"II"	11.593005	10
"Yb"	"II"	11.598226	6
"Yb"	"II"	11.630725	8
"Yb"	"II"	11.637723	6
"Yb"	"II"	11.638052	10
"Yb"	"II"	11.654331	4
"Yb"	"II"	11.655626	8
"Yb"	"II"	11.692154	8
"Yb"	"II"	11.696136	12
"Yb"	"II"	11.699149	10
"Yb"	"II"	11.707679	4
"Yb"	"II"	11.726306	8
"Yb"	"II"	11.756576	4
"Yb"	"II"	11.798752	8
"Yb"	"II"	11.846758	10
"Yb"	"II"	11.85533	8
"Yb"	"II"	11.864212	8
"Yb"	"II"	11.87202	12
"Yb"	"II"	11.949852	12
"Yb"	"II"	11.962298	10
"Yb"	"II"	12.013825	12
"Yb"	"II"	12.031833	14
"Yb"	"II"	12.037193	10
"Yb"	"II"	12.215138	10
"Yb"	"II"	12.227324	14
"Yb"	"II"	12.249969	12
"Yb"	"II"	12.253295	14
"Yb"	"II"	12.304982	12
"Yb"	"II"	12.325817	10
"Yb"	"II"	12.40159	12
"Ba"	"II"	0	2
"Ba"	"II"	0.6042806	4
"Ba"	"II"	0.7035864	6
"Ba"	"II"	2.5121134	2
"Ba"	"II"	2.7217512	4
"Ba"	"II"	5.2513724	2
"Ba"	"II"	5.6970085	4
"Ba"	"II"	5.7224717	6
"Ba"	"II"	5.9833059	6
"Ba"	"II"	6.0111671	8
"Ba"	"II"	6.1235575	2
"Ba"	"II"	6.2006159	4
"Ba"	"II"	7.1155675	6
"Ba"	"II"	7.145425	8
"Ba"	"II"	7.1942093	2
"Ba"	"II"	7.4142866	4
"Ba"	"II"	7.4260246	6
"Ba"	"II"	7.60513	2
"Ba"	"II"	7.64263	4
"Ba"	"II"	8.008924	6
"Ba"	"II"	8.021416	8
"Ba"	"II"	8.1437342	2
"Ba"	"II"	8.2664792	4
"Ba"	"II"	8.2729189	6
"Ba"	"II"	8.37032	2
"Ba"	"II"	8.39142	4
"Ba"	"II"	8.581163	6
"Ba"	"II"	8.587203	8
"Ba"	"II"	8.6807021	2
"Ba"	"II"	8.7557947	4
"Ba"	"II"	8.7597198	6
"Ba"	"II"	8.81897	2
"Ba"	"II"	8.83204	4
"Ba"	"II"	8.944564	6
"Ba"	"II"	8.947963	8
"Ba"	"II"	9.014306	2
"Ba"	"II"	9.063441	4
"Ba"	"II"	9.066016	6
"Ba"	"II"	9.1049	2
"Ba"	"II"	9.11367	4
"Ba"	"II"	9.186119	6
"Ba"	"II"	9.188335	8
"Ba"	"II"	9.235785	2
"Ba"	"II"	9.269741	4
"Ba"	"II"	9.271511	6
"Ba"	"II"	9.29849	2
"Ba"	"II"	9.30463	4
"Ba"	"II"	9.3543	6
"Ba"	"II"	9.35572	8
"Ba"	"II"	9.4161	6
"Ba"	"II"	9.47557	6
"Ba"	"II"	9.47657	8
"Ba"	"II"	9.56591	6
"Ba"	"II"	9.5667	8
"Ba"	"II"	9.635	6
"Ba"	"II"	9.6354	8
"Ba"	"II"	9.802072	2
"Ba"	"II"	9.806772	4
"Ba"	"II"	9.807008	6
"Ba"	"II"	9.82457	2
"Ba"	"II"	9.828503	4
"Ba"	"II"	9.828712	6
"Ba"	"II"	9.843494	2
"Ba"	"II"	9.84683	4
"Ba"	"II"	9.847002	6
"Ba"	"II"	9.859593	2
"Ba"	"II"	9.862423	4
"Ba"	"II"	9.862514	6
"Ba"	"II"	9.873368	2
"Ba"	"II"	9.875834	4
"Ba"	"II"	9.875956	6
"Ba"	"II"	9.885263	2
"Ba"	"II"	9.887395	4
"Ba"	"II"	9.887509	6
"Ba"	"II"	9.895597	2
"Ba"	"II"	9.89745	4
"Ba"	"II"	9.897548	6
"Ba"	"II"	9.904643	2
"Ba"	"II"	9.906272	4
"Ba"	"II"	9.906366	6
"Ba"	"II"	9.9126	2
"Ba"	"II"	9.91404	4
"Ba"	"II"	9.914113	6
"Ba"	"II"	9.919631	2
"Ba"	"II"	9.920906	4
"Ba"	"II"	9.92097	6
"Ba"	"II"	9.925879	2
"Ba"	"II"	9.927022	4
"Ba"	"II"	9.927073	6
"Ba"	"II"	9.931468	2
"Ba"	"II"	9.936452	2
"Ba"	"II"	9.940965	2
"Ba"	"II"	9.945037	2
"Ba"	"II"	9.948712	2
"Ba"	"II"	9.95206	2
"Ba"	"II"	9.955107	2
"Ba"	"II"	9.957906	2
"Ba"	"II"	9.960457	2
"Ba"	"II"	9.962794	2
"Ba"	"II"	9.964957	2
"Ba"	"II"	9.966948	2
"Ba"	"II"	9.968792	2
"Ba"	"II"	9.970503	2
"Ba"	"II"	9.9721	2
"Ba"	"II"	9.973575	2
"Ba"	"II"	9.974959	2
"Ba"	"II"	9.976247	2
"Ba"	"II"	9.97744	2
"Ba"	"II"	9.978571	2
"V"	"II"	0	1
"V"	"II"	0.00447604	3
"V"	"II"	0.01322194	5
"V"	"II"	0.02588667	7
"V"	"II"	0.04204622	9
"V"	"II"	0.3229838	3
"V"	"II"	0.33317145	5
"V"	"II"	0.34826653	7
"V"	"II"	0.36803324	9
"V"	"II"	0.392158	11
"V"	"II"	1.07126862	5
"V"	"II"	1.09627457	7
"V"	"II"	1.12799449	9
"V"	"II"	1.4004649	1
"V"	"II"	1.42765133	3
"V"	"II"	1.47643598	5
"V"	"II"	1.55539447	9
"V"	"II"	1.56486479	11
"V"	"II"	1.57535312	13
"V"	"II"	1.67265648	5
"V"	"II"	1.67907412	7
"V"	"II"	1.68729343	9
"V"	"II"	1.67524961	3
"V"	"II"	1.6855312	5
"V"	"II"	1.7037461	7
"V"	"II"	1.79302842	7
"V"	"II"	1.80472253	9
"V"	"II"	1.81706384	11
"V"	"II"	2.02602377	7
"V"	"II"	2.03601013	9
"V"	"II"	2.04982878	11
"V"	"II"	2.2206704	9
"V"	"II"	2.2651312	3
"V"	"II"	2.26815109	5
"V"	"II"	2.2755849	7
"V"	"II"	2.36970128	9
"V"	"II"	2.3721639	5
"V"	"II"	2.3757135	1
"V"	"II"	2.3763202	3
"V"	"II"	2.37942137	13
"V"	"II"	2.467609	1
"V"	"II"	2.49079909	3
"V"	"II"	2.4991086	1
"V"	"II"	2.52221646	5
"V"	"II"	2.5097359	9
"V"	"II"	2.51443045	11
"V"	"II"	2.524732	13
"V"	"II"	2.5444221	3
"V"	"II"	2.5561913	5
"V"	"II"	2.5569243	7
"V"	"II"	2.6013033	5
"V"	"II"	2.76157898	3
"V"	"II"	2.90013314	11
"V"	"II"	3.1232904	5
"V"	"II"	3.3277048	7
"V"	"II"	3.7526931	5
"V"	"II"	3.7575133	7
"V"	"II"	3.7590189	9
"V"	"II"	3.7956411	9
"V"	"II"	3.799095	7
"V"	"II"	3.8029784	5
"V"	"II"	3.9725332	5
"V"	"II"	4.0045986	3
"V"	"II"	4.0195734	1
"V"	"II"	4.24383695	7
"V"	"II"	4.28896602	5
"V"	"II"	4.30793365	7
"V"	"II"	4.33283073	9
"V"	"II"	4.36339846	11
"V"	"II"	4.39940642	13
"V"	"II"	4.5161089	9
"V"	"II"	4.52411375	3
"V"	"II"	4.59252099	5
"V"	"II"	4.61283474	7
"V"	"II"	4.54694489	5
"V"	"II"	4.57740544	7
"V"	"II"	4.58179727	3
"V"	"II"	4.60608914	9
"V"	"II"	4.6311153	11
"V"	"II"	4.61240284	1
"V"	"II"	4.61959281	3
"V"	"II"	4.63318463	5
"V"	"II"	4.65196944	7
"V"	"II"	4.65326737	9
"V"	"II"	4.7036757	5
"V"	"II"	4.7353313	7
"V"	"II"	4.7755099	9
"V"	"II"	4.86440691	7
"V"	"II"	4.88544698	9
"V"	"II"	4.91138163	11
"V"	"II"	4.9595856	5
"V"	"II"	4.98361522	7
"V"	"II"	5.01269203	9
"V"	"II"	5.4675133	7
"V"	"II"	5.4750754	5
"V"	"II"	5.4803096	3
"V"	"II"	5.5368863	5
"V"	"II"	5.7759875	1
"V"	"II"	5.7888837	3
"V"	"II"	5.83989528	5
"V"	"II"	5.8497277	7
"V"	"II"	5.87935944	9
"V"	"II"	5.79502267	5
"V"	"II"	5.8307331	1
"V"	"II"	5.8406575	3
"V"	"II"	5.7968233	3
"V"	"II"	5.81236824	5
"V"	"II"	5.8336907	7
"V"	"II"	5.8342402	9
"V"	"II"	5.86409489	11
"V"	"II"	5.90261759	13
"V"	"II"	5.8674644	5
"V"	"II"	5.983267	1
"V"	"II"	6.02315168	7
"V"	"II"	6.04184273	9
"V"	"II"	6.05701211	11
"V"	"II"	6.062586	1
"V"	"II"	6.072218	3
"V"	"II"	6.100599	5
"V"	"II"	6.10023546	5
"V"	"II"	6.10136711	7
"V"	"II"	6.10853004	9
"V"	"II"	6.14570669	7
"V"	"II"	6.14879914	11
"V"	"II"	6.16495019	9
"V"	"II"	6.1659063	5
"V"	"II"	6.18659599	5
"V"	"II"	6.2579628	3
"V"	"II"	6.29536571	5
"V"	"II"	6.33382873	7
"V"	"II"	6.2813325	1
"V"	"II"	6.290817	3
"V"	"II"	6.3384812	5
"V"	"II"	6.3172103	5
"V"	"II"	6.4574548	9
"V"	"II"	6.46621091	11
"V"	"II"	6.47850268	13
"V"	"II"	6.4696448	3
"V"	"II"	6.4776453	5
"V"	"II"	6.4957755	7
"V"	"II"	6.5286966	9
"V"	"II"	6.5220923	3
"V"	"II"	6.5339756	5
"V"	"II"	6.5423206	7
"V"	"II"	6.5468363	3
"V"	"II"	6.55604	11
"V"	"II"	6.58068828	13
"V"	"II"	6.6107803	15
"V"	"II"	6.646446	9
"V"	"II"	6.6643477	3
"V"	"II"	6.678864	5
"V"	"II"	6.6861207	7
"V"	"II"	6.71302415	9
"V"	"II"	6.7838806	5
"V"	"II"	6.7841578	3
"V"	"II"	6.7960061	1
"V"	"II"	6.8367459	7
"V"	"II"	6.8447785	11
"V"	"II"	6.8568701	9
"V"	"II"	6.8624891	7
"V"	"II"	6.86914842	13
"V"	"II"	6.88104478	11
"V"	"II"	6.9013802	3
"V"	"II"	6.9643795	3
"V"	"II"	7.1095809	5
"V"	"II"	7.6975668	5
"V"	"II"	7.7035541	7
"V"	"II"	7.7088703	9
"V"	"II"	7.7224745	5
"V"	"II"	7.7421147	7
"V"	"II"	7.7716039	9
"V"	"II"	7.8094923	11
"V"	"II"	7.879121	3
"V"	"II"	7.8924547	5
"V"	"II"	7.9122744	7
"V"	"II"	7.9382491	9
"V"	"II"	7.9704977	11
"V"	"II"	7.9421132	7
"V"	"II"	7.9512088	9
"V"	"II"	7.9634032	11
"V"	"II"	8.0076701	5
"V"	"II"	8.0098127	7
"V"	"II"	8.0346939	5
"V"	"II"	8.0503864	3
"V"	"II"	8.1559855	1
"V"	"II"	8.1601067	3
"V"	"II"	8.1686874	5
"V"	"II"	8.1824471	7
"V"	"II"	8.202519	9
"V"	"II"	8.156958	9
"V"	"II"	8.2206402	7
"V"	"II"	8.3984118	5
"V"	"II"	8.4191464	7
"V"	"II"	8.4491734	9
"V"	"II"	8.5250823	3
"V"	"II"	8.5298149	5
"V"	"II"	8.5480964	7
"V"	"II"	8.5730591	3
"V"	"II"	8.5832174	5
"V"	"II"	8.5986178	7
"V"	"II"	8.6191987	9
"V"	"II"	8.6447034	11
"V"	"II"	8.6347797	7
"V"	"II"	8.6679864	9
"V"	"II"	8.7071374	11
"V"	"II"	8.7304145	5
"V"	"II"	8.75698314	7
"V"	"II"	8.79030199	9
"V"	"II"	8.7933864	5
"V"	"II"	8.7949592	7
"V"	"II"	8.98248161	7
"V"	"II"	8.99521433	9
"V"	"II"	9.0112775	11
"V"	"II"	9.0307089	13
"V"	"II"	9.0534679	15
"V"	"II"	8.9911635	3
"V"	"II"	9.01054188	5
"V"	"II"	9.0395636	7
"V"	"II"	9.030928	3
"V"	"II"	9.05423277	5
"V"	"II"	9.06899097	7
"V"	"II"	9.08548055	9
"V"	"II"	9.10258872	11
"V"	"II"	9.03572733	5
"V"	"II"	9.04484041	7
"V"	"II"	9.05874647	9
"V"	"II"	9.07853872	11
"V"	"II"	9.11281035	13
"V"	"II"	9.073367	3
"V"	"II"	9.0892902	5
"V"	"II"	9.11664631	7
"V"	"II"	9.2644915	3
"V"	"II"	9.2925646	1
"V"	"II"	9.3088252	3
"V"	"II"	9.3404583	5
"V"	"II"	9.316252	9
"V"	"II"	9.3417512	11
"V"	"II"	9.3722733	13
"V"	"II"	9.348549	5
"V"	"II"	9.36999	7
"V"	"II"	9.401081	9
